Respondent,Professional,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,CareerSatisfaction,JobSatisfaction,TabsSpaces,IDE,Methodology,Gender,HighestEducationParents,Race,Salary
49570,Professional developer,Bachelor's degree,Computer science or software engineering,Never,100 to 499 employees,Venture-funded startup,20 or more years,6 to 7 years,8,8,Spaces,Sublime Text,Agile; Scrum; Pair; Kanban,Female,A bachelor's degree,I don’t know,122500
49578,Professional developer,Bachelor's degree,Computer science or software engineering,Never,500 to 999 employees,"Privately-held limited company, not in startup mode",6 to 7 years,1 to 2 years,9,5,Spaces,Notepad++; IntelliJ; Visual Studio,Waterfall; Agile,Male,A bachelor's degree,Hispanic or Latino/Latina; White or of European descent,4.50E+04
49585,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,A few days each month,Fewer than 10 employees,I don't know,10 to 11 years,2 to 3 years,8,8,Spaces,Vim,Agile; Scrum; Pair,Female,A bachelor's degree,I prefer not to say,7.20E+04
49593,Professional developer,Bachelor's degree,Computer science or software engineering,About half the time,100 to 499 employees,Publicly-traded corporation,19 to 20 years,11 to 12 years,10,10,Tabs,Notepad++; Visual Studio,Waterfall; Agile; Lean; Scrum; Extreme; Pair; Domain-driven design,Male,A bachelor's degree,White or of European descent,8.20E+04
49594,Professional developer,Master's degree,Fine arts or performing arts,Never,"1,000 to 4,999 employees",Publicly-traded corporation,20 or more years,11 to 12 years,8,7,Spaces,Eclipse; Visual Studio; Xcode,Waterfall,Male,A bachelor's degree,White or of European descent,8.00E+04
49595,Professional developer,Master's degree,Computer engineering or electrical/electronics engineering,A few days each month,500 to 999 employees,"Privately-held limited company, not in startup mode",13 to 14 years,6 to 7 years,6,3,Spaces,Notepad++; Sublime Text; Android Studio; Eclipse,NA,Female,A master's degree,White or of European descent,1.30E+05
49597,Professional developer,Bachelor's degree,A non-computer-focused engineering discipline,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",2 to 3 years,1 to 2 years,8,6,Tabs,Atom; Sublime Text; RubyMine,Agile; Scrum; Pair,Male,A bachelor's degree,Middle Eastern,9.00E+04
49598,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,"Less than half the time, but at least one day each week",500 to 999 employees,"Privately-held limited company, not in startup mode",20 or more years,20 or more years,9,9,Spaces,Vim,Waterfall; Agile; Scrum; Pair; Kanban,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.40E+05
49600,Professional developer,Bachelor's degree,A humanities discipline,"Less than half the time, but at least one day each week",100 to 499 employees,Publicly-traded corporation,20 or more years,10 to 11 years,7,8,Tabs,Notepad++,Agile; Lean; Scrum; Kanban,Male,High school,White or of European descent,7.20E+04
49608,Professional developer,Doctoral degree,A natural science,A few days each month,"10,000 or more employees",Publicly-traded corporation,12 to 13 years,5 to 6 years,8,8,Spaces,RStudio; Visual Studio,Scrum,Female,A bachelor's degree,White or of European descent,1.35E+05
49611,Professional developer,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",All or almost all the time (I'm full-time remote),20 to 99 employees,"Privately-held limited company, not in startup mode",20 or more years,15 to 16 years,8,9,Tabs,Vim,Waterfall; Agile; Scrum; Kanban,Male,"Some college/university study, no bachelor's degree",Hispanic or Latino/Latina,1.08E+05
49615,Professional developer,Some college/university study without earning a bachelor's degree,Fine arts or performing arts,All or almost all the time (I'm full-time remote),20 to 99 employees,Venture-funded startup,14 to 15 years,14 to 15 years,9,10,Tabs,NA,NA,NA,NA,NA,1.15E+05
49616,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",7 to 8 years,1 to 2 years,6,7,Spaces,Notepad++; IntelliJ; Visual Studio,NA,Female,A bachelor's degree,White or of European descent; I don’t know,4.00E+04
49617,Professional developer,Master's degree,Computer engineering or electrical/electronics engineering,Never,10 to 19 employees,"Privately-held limited company, not in startup mode",18 to 19 years,13 to 14 years,5,5,Spaces,Sublime Text; Vim,Agile; Kanban,Male,A master's degree,I prefer not to say,1.50E+05
49683,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,10 to 19 employees,Venture-funded startup,20 or more years,17 to 18 years,8,8,Spaces,Vim; Eclipse; Xcode,Agile; Pair,Male,A doctoral degree,"Native American, Pacific Islander, or Indigenous Australian; White or of European descent",1.35E+05
49685,Professional developer,Master's degree,Computer engineering or electrical/electronics engineering,Never,"5,000 to 9,999 employees","Privately-held limited company, not in startup mode",20 or more years,5 to 6 years,5,2,Tabs,Notepad++; Sublime Text; Vim; Eclipse; Visual Studio Code,Agile; Scrum; Kanban,Male,A master's degree,South Asian,1.11E+05
49702,Professional developer,Bachelor's degree,A social science,It's complicated,"10,000 or more employees",Publicly-traded corporation,4 to 5 years,4 to 5 years,7,4,Tabs,Sublime Text,NA,Female; Gender non-conforming,A master's degree,White or of European descent,1.10E+05
49714,Professional developer,Bachelor's degree,Computer science or software engineering,It's complicated,10 to 19 employees,"Privately-held limited company, not in startup mode",20 or more years,18 to 19 years,10,9,Spaces,Android Studio; Visual Studio,NA,Male,A bachelor's degree,White or of European descent,9.00E+04
49721,Professional developer,Master's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,9 to 10 years,2 to 3 years,8,6,Tabs,Notepad++; Visual Studio,Waterfall; Agile; Scrum; Pair,Male,A bachelor's degree,Middle Eastern; White or of European descent,1.20E+05
49729,Professional developer,Bachelor's degree,Computer programming or Web development,It's complicated,"10,000 or more employees",Publicly-traded corporation,11 to 12 years,3 to 4 years,7,7,Both,Notepad++; Vim; Visual Studio; Visual Studio Code,NA,Male; Gender non-conforming,A bachelor's degree,White or of European descent,1.02E+05
49779,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,About half the time,100 to 499 employees,Publicly-traded corporation,12 to 13 years,3 to 4 years,5,1,Both,Emacs; Vim,NA,Male,A master's degree,White or of European descent,1.25E+05
49831,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,Publicly-traded corporation,7 to 8 years,2 to 3 years,7,6,Tabs,Notepad++; IntelliJ; PyCharm; Visual Studio; Visual Studio Code,NA,Male,A doctoral degree,White or of European descent,6.30E+04
49888,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",5 to 6 years,2 to 3 years,7,8,Both,Sublime Text; Visual Studio,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,7.00E+04
49889,Professional developer,Master's degree,A humanities discipline,About half the time,10 to 19 employees,"Privately-held limited company, not in startup mode",20 or more years,20 or more years,10,10,Both,Atom; Notepad++; TextMate; Vim; NetBeans; Visual Studio; Visual Studio Code; Xcode,NA,Male,A master's degree,White or of European descent,1.14E+05
49892,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"5,000 to 9,999 employees",Government agency or public school/university,20 or more years,20 or more years,6,8,Tabs,Visual Studio; Visual Studio Code,NA,Female,A bachelor's degree,White or of European descent,8.40E+04
49894,Professional developer,Bachelor's degree,A non-computer-focused engineering discipline,"Less than half the time, but at least one day each week",100 to 499 employees,"Privately-held limited company, not in startup mode",8 to 9 years,3 to 4 years,5,5,Both,Vim,Waterfall; Agile,Male,"Some college/university study, no bachelor's degree",White or of European descent,6.70E+04
49896,Professional developer,Bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),100 to 499 employees,Non-profit/non-governmental organization or private school/university,10 to 11 years,2 to 3 years,10,7,Spaces,Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,1.20E+05
49897,Professional developer,Master's degree,Computer science or software engineering,A few days each month,"5,000 to 9,999 employees",Publicly-traded corporation,7 to 8 years,3 to 4 years,8,7,Spaces,Sublime Text; Vim; Visual Studio,NA,Male,A bachelor's degree,South Asian,7.70E+04
49904,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,All or almost all the time (I'm full-time remote),Fewer than 10 employees,"Privately-held limited company, not in startup mode",11 to 12 years,9 to 10 years,8,9,Spaces,Emacs,NA,Male,A master's degree,White or of European descent,1.10E+05
49918,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,20 or more years,17 to 18 years,8,6,Tabs,Notepad++; Visual Studio; Visual Studio Code,Agile; Scrum,Male,High school,White or of European descent,1.43E+05
49931,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week",100 to 499 employees,I prefer not to answer,6 to 7 years,1 to 2 years,8,9,Both,Notepad++; IntelliJ; Visual Studio; Visual Studio Code,NA,Female,High school,White or of European descent,7.50E+04
49937,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,14 to 15 years,5 to 6 years,7,7,Spaces,IntelliJ,NA,Male,A professional degree,White or of European descent,1.15E+05
49941,Professional developer,Bachelor's degree,Fine arts or performing arts,A few days each month,100 to 499 employees,Venture-funded startup,3 to 4 years,2 to 3 years,6,9,Spaces,Atom; Vim; PyCharm,Agile; Scrum; Extreme; Pair; Mob; Kanban,Female,A doctoral degree,White or of European descent,1.18E+05
49949,Professional developer,Bachelor's degree,Fine arts or performing arts,About half the time,Fewer than 10 employees,"Privately-held limited company, not in startup mode",14 to 15 years,9 to 10 years,7,7,Tabs,Sublime Text,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,6.50E+04
49967,Professional developer,Doctoral degree,A natural science,A few days each month,"1,000 to 4,999 employees",Government agency or public school/university,8 to 9 years,5 to 6 years,10,9,Spaces,Atom; Emacs; Sublime Text; Android Studio; IPython / Jupyter,Waterfall; Scrum; Extreme; Pair; Evidence-based SWE,Male,A doctoral degree,White or of European descent,1.05E+05
50017,Professional developer,Bachelor's degree,Computer science or software engineering,Never,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",18 to 19 years,12 to 13 years,7,3,Spaces,Notepad++; Sublime Text; Vim; PHPStorm; Visual Studio; Visual Studio Code,NA,NA,NA,NA,8.00E+04
50027,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",6 to 7 years,2 to 3 years,8,7,NA,NA,NA,NA,NA,NA,6.50E+04
50028,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,19 to 20 years,12 to 13 years,9,9,Spaces,Sublime Text; Vim; IntelliJ,Waterfall; Agile; Scrum; Extreme; Pair; Kanban,Male,High school,White or of European descent,1.30E+05
50051,Professional developer,Some college/university study without earning a bachelor's degree,Something else,A few days each month,20 to 99 employees,I don't know,10 to 11 years,8 to 9 years,8,8,Spaces,Vim; IntelliJ,Agile; Scrum; Pair; Kanban,Male,High school,White or of European descent,7.40E+04
50055,Professional developer,Master's degree,Computer science or software engineering,A few days each month,100 to 499 employees,Publicly-traded corporation,20 or more years,12 to 13 years,4,3,Tabs,NA,Agile,NA,NA,NA,8.00E+04
50058,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees",Publicly-traded corporation,13 to 14 years,10 to 11 years,7,7,Spaces,Vim; IntelliJ; Visual Studio Code,Agile; Scrum; Kanban,Male,I don't know/not sure,Middle Eastern; White or of European descent,1.65E+05
50059,Professional developer,Professional degree,A social science,A few days each month,100 to 499 employees,Government agency or public school/university,20 or more years,14 to 15 years,9,9,Tabs,Atom; Vim; PyCharm; RStudio,Extreme; Pair,Male,A doctoral degree,White or of European descent,1.40E+05
50064,Professional developer,Primary/elementary school,NA,All or almost all the time (I'm full-time remote),"10,000 or more employees",Publicly-traded corporation,20 or more years,20 or more years,9,9,Spaces,Vim; Visual Studio,Agile; Scrum; Extreme; Pair; Kanban,Male,A master's degree,White or of European descent,1.15E+05
50081,Professional developer,Bachelor's degree,A business discipline,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",6 to 7 years,5 to 6 years,5,0,Tabs,Atom; Notepad++; Sublime Text; Vim; Android Studio; Eclipse,Waterfall; Agile,Male,A bachelor's degree,White or of European descent,4.00E+04
50086,Professional developer,Bachelor's degree,Mathematics or statistics,"Less than half the time, but at least one day each week",20 to 99 employees,Venture-funded startup,14 to 15 years,9 to 10 years,7,7,Spaces,Vim,Agile; Pair,Male,A master's degree,White or of European descent,1.40E+05
50129,Professional developer,Bachelor's degree,A non-computer-focused engineering discipline,A few days each month,"10,000 or more employees",Publicly-traded corporation,20 or more years,20 or more years,9,9,Spaces,Notepad++; Eclipse; Visual Studio,Waterfall; Agile,Male,A bachelor's degree,White or of European descent,119500
50144,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees",Publicly-traded corporation,8 to 9 years,5 to 6 years,9,9,Spaces,Vim; Android Studio; IntelliJ,Waterfall; Agile; Lean; Scrum; Pair; Kanban,Male,A master's degree,White or of European descent,1.25E+05
50145,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",15 to 16 years,4 to 5 years,8,8,Spaces,Sublime Text; Vim; Android Studio; IntelliJ,NA,Male,A bachelor's degree,White or of European descent,1.20E+05
50146,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,"More than half, but not all, the time",20 to 99 employees,"Privately-held limited company, not in startup mode",19 to 20 years,14 to 15 years,10,10,Both,Notepad++; Visual Studio; Visual Studio Code,Agile; Scrum,Male,A bachelor's degree,White or of European descent,1.02E+05
50154,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,20 or more years,13 to 14 years,7,5,Spaces,Atom; Vim; RStudio; Visual Studio,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.10E+05
50163,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"5,000 to 9,999 employees","Privately-held limited company, not in startup mode",6 to 7 years,2 to 3 years,4,2,Tabs,Notepad++; Visual Studio,NA,Male,A master's degree,White or of European descent,40800
50164,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week",100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",3 to 4 years,1 to 2 years,10,2,Spaces,Atom; Vim,NA,Male,A bachelor's degree,White or of European descent,6.80E+04
50184,Professional developer,Bachelor's degree,Management information systems,A few days each month,"1,000 to 4,999 employees",Publicly-traded corporation,3 to 4 years,2 to 3 years,1,0,Both,Notepad++; Eclipse,Waterfall; Agile; Lean; Kanban,Female,A professional degree,"Native American, Pacific Islander, or Indigenous Australian; White or of European descent",8.30E+04
50237,Professional developer,Bachelor's degree,Management information systems,A few days each month,"10,000 or more employees",Publicly-traded corporation,17 to 18 years,10 to 11 years,9,9,Tabs,Android Studio; Visual Studio; Xcode,Waterfall; Agile; Lean; Scrum; Pair; Kanban; Evidence-based SWE,Male,A professional degree,White or of European descent,89600
50242,Professional developer,Bachelor's degree,A non-computer-focused engineering discipline,Never,"10,000 or more employees",Publicly-traded corporation,10 to 11 years,1 to 2 years,8,8,NA,NA,Agile; Scrum,NA,NA,NA,7.00E+04
50246,Professional developer,Bachelor's degree,Management information systems,A few days each month,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",19 to 20 years,5 to 6 years,6,7,Spaces,Atom; Notepad++; Sublime Text; Eclipse; Visual Studio; Visual Studio Code,Agile; Lean; Kanban,Male,A bachelor's degree,White or of European descent,6.50E+04
50253,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,Government agency or public school/university,9 to 10 years,3 to 4 years,8,8,Spaces,Sublime Text; Android Studio,Scrum; Pair,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.10E+05
50260,Professional developer,Bachelor's degree,Something else,Never,"10,000 or more employees",Something else,17 to 18 years,8 to 9 years,7,3,Spaces,Atom; Vim; IntelliJ,Agile; Scrum; Kanban; Domain-driven design,Male,A master's degree,White or of European descent,1.65E+05
50263,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,7 to 8 years,1 to 2 years,6,6,Tabs,Notepad++; Vim; Eclipse; IntelliJ,Agile; Scrum; Pair,Male,A bachelor's degree,White or of European descent,7.50E+04
50264,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,"Less than half the time, but at least one day each week","10,000 or more employees",Publicly-traded corporation,4 to 5 years,Less than a year,10,10,Tabs,Atom; Sublime Text; Vim; Eclipse,NA,Male,A master's degree,White or of European descent,7.30E+04
50265,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"5,000 to 9,999 employees",Publicly-traded corporation,3 to 4 years,Less than a year,7,7,Both,Sublime Text; PyCharm,NA,Male,A master's degree,South Asian,6.50E+04
50268,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,"Privately-held limited company, not in startup mode",14 to 15 years,6 to 7 years,8,8,Tabs,Sublime Text,Agile; Scrum; Extreme; Pair; Mob; Kanban; Domain-driven design,Male,NA,NA,1.20E+05
50270,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,5 to 6 years,2 to 3 years,7,8,Spaces,Sublime Text; Android Studio; IntelliJ,Agile; Scrum,Female,A bachelor's degree,East Asian,7.30E+04
50276,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",14 to 15 years,9 to 10 years,7,6,Spaces,Vim,Waterfall; Agile; Scrum; Extreme; Pair; Kanban,Male,A bachelor's degree,White or of European descent,1.10E+05
50284,Professional developer,Doctoral degree,Mathematics or statistics,"More than half, but not all, the time","1,000 to 4,999 employees",Government agency or public school/university,20 or more years,19 to 20 years,3,0,Spaces,Vim; RStudio,Waterfall; Agile,Male,A bachelor's degree,White or of European descent,1.17E+05
50297,Professional developer,Some college/university study without earning a bachelor's degree,Computer programming or Web development,"Less than half the time, but at least one day each week",20 to 99 employees,"Privately-held limited company, not in startup mode",5 to 6 years,3 to 4 years,10,8,Tabs,IntelliJ,Waterfall; Agile; Scrum,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.10E+05
50342,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","5,000 to 9,999 employees",Non-profit/non-governmental organization or private school/university,17 to 18 years,16 to 17 years,8,7,Tabs,Notepad++; Eclipse; Visual Studio,Agile; Lean,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.30E+05
50366,Professional developer,Bachelor's degree,Fine arts or performing arts,A few days each month,20 to 99 employees,"Sole proprietorship or partnership, not in startup mode",8 to 9 years,3 to 4 years,8,4,Spaces,Sublime Text; Eclipse; IntelliJ; PyCharm,Waterfall; Agile; Scrum; Kanban,Male,A master's degree,White or of European descent,8.50E+04
50367,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees","Sole proprietorship or partnership, not in startup mode",11 to 12 years,9 to 10 years,8,8,Both,NA,NA,Male,A doctoral degree,White or of European descent,8.00E+04
50373,Professional developer,Secondary school,NA,All or almost all the time (I'm full-time remote),"10,000 or more employees","Privately-held limited company, not in startup mode",18 to 19 years,11 to 12 years,9,9,Tabs,Notepad++; Sublime Text; Visual Studio,NA,NA,NA,NA,1.06E+05
50386,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,"More than half, but not all, the time","10,000 or more employees",Publicly-traded corporation,20 or more years,20 or more years,9,9,Tabs,Notepad++; Sublime Text; TextMate; Eclipse; IntelliJ; Visual Studio Code; Xcode,NA,Male,A bachelor's degree,White or of European descent,1.82E+05
50389,Professional developer,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration","Less than half the time, but at least one day each week",100 to 499 employees,Publicly-traded corporation,13 to 14 years,5 to 6 years,9,9,Spaces,Notepad++; Visual Studio; Visual Studio Code,Waterfall; Agile; Scrum; Pair; Domain-driven design,Male,A bachelor's degree,White or of European descent,1.05E+05
50393,Professional developer,Bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),20 to 99 employees,Venture-funded startup,20 or more years,11 to 12 years,6,0,Spaces,Vim; IntelliJ,Agile; Lean; Scrum; Extreme; Pair; Kanban; Domain-driven design,Male,High school,"Native American, Pacific Islander, or Indigenous Australian",1.40E+05
50396,Professional developer,Doctoral degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",16 to 17 years,3 to 4 years,5,4,NA,NA,NA,NA,NA,NA,9.00E+04
50399,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees","Privately-held limited company, not in startup mode",9 to 10 years,8 to 9 years,8,6,Tabs,Visual Studio; Visual Studio Code,Agile; Scrum; Kanban,Male,High school,White or of European descent,9.00E+04
50401,Professional developer,Some college/university study without earning a bachelor's degree,A business discipline,"Less than half the time, but at least one day each week",500 to 999 employees,"Privately-held limited company, not in startup mode",20 or more years,6 to 7 years,9,8,Tabs,Notepad++; Visual Studio,Agile; Scrum,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.04E+05
50408,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,I don't know,Government agency or public school/university,6 to 7 years,1 to 2 years,8,7,NA,NA,NA,NA,NA,NA,3.20E+04
50410,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"1,000 to 4,999 employees",Publicly-traded corporation,11 to 12 years,9 to 10 years,9,7,Both,Notepad++; Sublime Text; Eclipse; Visual Studio; Visual Studio Code,Agile; Scrum; Pair; Kanban,Male,A bachelor's degree,White or of European descent,9.00E+04
50421,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week",20 to 99 employees,"Privately-held limited company, not in startup mode",6 to 7 years,4 to 5 years,8,8,Tabs,Vim; Android Studio; IntelliJ,Agile; Scrum; Extreme,Male,A bachelor's degree,White or of European descent,2500
50430,Professional developer,Master's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,18 to 19 years,18 to 19 years,9,7,Spaces,Visual Studio; Visual Studio Code,NA,Male,A master's degree,White or of European descent,142500
50454,Professional developer,Bachelor's degree,Mathematics or statistics,All or almost all the time (I'm full-time remote),Fewer than 10 employees,"Privately-held limited company, not in startup mode",20 or more years,20 or more years,3,0,Tabs,NA,NA,NA,NA,NA,7961.783439
50472,Professional developer,Master's degree,Computer science or software engineering,It's complicated,I don't know,I don't know,5 to 6 years,Less than a year,3,0,Both,IntelliJ; PyCharm,NA,NA,NA,NA,7.50E+04
50476,Professional developer,Secondary school,NA,"Less than half the time, but at least one day each week","1,000 to 4,999 employees","Privately-held limited company, not in startup mode",6 to 7 years,4 to 5 years,8,5,Tabs,IntelliJ; Visual Studio,Agile; Scrum; Domain-driven design,NA,NA,NA,7.00E+04
50477,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,Venture-funded startup,14 to 15 years,12 to 13 years,7,7,Spaces,Atom; Sublime Text; Vim,Agile; Scrum; Extreme; Pair,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.20E+05
50487,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"5,000 to 9,999 employees",Publicly-traded corporation,13 to 14 years,3 to 4 years,1,1,Tabs,Notepad++; Sublime Text; Vim; Android Studio; IntelliJ,Agile; Lean; Scrum; Extreme; Pair; Kanban; Evidence-based SWE; Domain-driven design,Gender non-conforming,"Some college/university study, no bachelor's degree",White or of European descent,1.10E+05
50489,Professional developer,Bachelor's degree,Something else,It's complicated,"1,000 to 4,999 employees",Government agency or public school/university,20 or more years,19 to 20 years,7,10,Both,NA,NA,Male,High school,White or of European descent,7.40E+04
50516,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",10 to 11 years,7 to 8 years,8,8,Tabs,Vim; PHPStorm; Xcode,NA,Male,A bachelor's degree,White or of European descent,5.70E+04
50529,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,Non-profit/non-governmental organization or private school/university,20 or more years,10 to 11 years,8,8,Spaces,Vim,Agile; Scrum; Mob,Male,A master's degree,White or of European descent,8.70E+04
50546,Professional developer,Secondary school,NA,A few days each month,"5,000 to 9,999 employees",Venture-funded startup,14 to 15 years,4 to 5 years,3,2,Tabs,Vim; IntelliJ,Agile; Scrum; Kanban,Male,A professional degree,White or of European descent,1.10E+05
50594,Professional developer,Some college/university study without earning a bachelor's degree,Computer programming or Web development,All or almost all the time (I'm full-time remote),Fewer than 10 employees,Publicly-traded corporation,20 or more years,20 or more years,10,10,Both,Notepad++; Sublime Text; Android Studio; Visual Studio; Xcode,NA,Male,High school,White or of European descent,1.40E+05
50617,Professional developer,Bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),100 to 499 employees,Pre-series A startup,19 to 20 years,10 to 11 years,8,9,Both,Visual Studio,NA,Male,A master's degree,White or of European descent,1.10E+05
50621,Professional developer,Master's degree,Something else,A few days each month,"10,000 or more employees",Publicly-traded corporation,13 to 14 years,7 to 8 years,8,7,Spaces,Vim; Visual Studio,Waterfall; Agile; Scrum; Kanban,Male,A master's degree,White or of European descent,9.60E+04
50625,Professional developer,Master's degree,A humanities discipline,A few days each month,20 to 99 employees,Non-profit/non-governmental organization or private school/university,20 or more years,14 to 15 years,6,9,Tabs,Atom; Notepad++; Sublime Text,NA,Male,A master's degree,White or of European descent,1.35E+05
50626,Professional developer,Secondary school,NA,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",5 to 6 years,2 to 3 years,2,2,Spaces,Emacs; Vim,Agile; Pair; Kanban,Male,High school,White or of European descent,2.40E+04
50629,Professional developer,Bachelor's degree,Fine arts or performing arts,Never,100 to 499 employees,I don't know,20 or more years,3 to 4 years,8,9,Tabs,Atom; Notepad++; Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,6.00E+04
50631,Professional developer,Secondary school,NA,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",1 to 2 years,1 to 2 years,8,10,Tabs,Notepad++; Visual Studio,Scrum,Male,High school,White or of European descent,3.50E+04
50646,Professional developer,Master's degree,Mathematics or statistics,It's complicated,"10,000 or more employees",Publicly-traded corporation,16 to 17 years,7 to 8 years,6,4,Spaces,Notepad++; Vim; IPython / Jupyter,NA,Male,A professional degree,White or of European descent,8.50E+04
50660,Professional developer,Bachelor's degree,Computer programming or Web development,Never,"1,000 to 4,999 employees",Something else,18 to 19 years,11 to 12 years,8,2,Both,Atom; Sublime Text; Vim; Visual Studio; Visual Studio Code,Agile; Lean; Scrum; Pair; Kanban,Male,"Some college/university study, no bachelor's degree",I prefer not to say,8.20E+04
50661,Professional developer,Bachelor's degree,"Information technology, networking, or system administration",A few days each month,100 to 499 employees,State-owned company,13 to 14 years,Less than a year,9,8,Tabs,Notepad++; Sublime Text; Visual Studio; Visual Studio Code,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,6.10E+04
50664,Professional developer,Master's degree,Computer engineering or electrical/electronics engineering,A few days each month,"5,000 to 9,999 employees",Publicly-traded corporation,13 to 14 years,4 to 5 years,8,7,Spaces,Visual Studio,NA,Male,A master's degree,White or of European descent,1.37E+05
50667,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,7 to 8 years,NA,10,8,Spaces,IntelliJ,NA,Male,A bachelor's degree,White or of European descent,1.32E+05
